,0,1,2,3,4
370,4744,우리 삼촌은 베트남에 있어,10,여,가족에 대해 말하기
371,4745,우리 가족은 네 명이야,10,여,가족에 대해 말하기
372,4746,우리 이모는 미국에 살아,10,여,가족에 대해 말하기
373,4749,나는 여동생이 있어,10,여,가족에 대해 말하기
374,4750,맨날 내 말 따라하고 공부하는데 방해해,10,여,가족에 대해 말하기
375,4751,나는 주말에 아빠랑 캐치볼을 해,10,여,가족에 대해 말하기
376,4762,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,10,여,가족에 대해 말하기
377,4772,시끄럽게 떠들고 얄미워,10,여,가족에 대해 말하기
378,4778,우리 할머니는 시골에 사셔,10,여,가족에 대해 말하기
379,4780,우리 엄마는 선생님이야,10,여,가족에 대해 말하기
380,4980,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,7,남,가족 소개하기
381,4987,그래서 이름 부를 때 맨날 헷갈려요,7,남,가족 소개하기
382,4997,우리 엄마는 화장 안 해도 예뻐요,7,남,가족 소개하기
383,5012,할머니는 아직도 저를 애기라고 불러요,7,남,가족 소개하기
384,5013,우리 아빠는 웃음 소리가 되게 커요,7,남,가족 소개하기
385,5024,고모는 우리 아빠한테 오빠라고 불러요,7,남,가족 소개하기
386,5029,아빠는 저랑 동생한테 장난을 많이 쳐요,7,남,가족 소개하기
387,5060,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,7,남,가족 소개하기
388,5071,우리 할머니가 이 모자 뜨개질로 만드신 거예요,7,남,가족 소개하기
389,5072,고모네 집은 우리 집이랑 가까워서 자주 놀러가요,7,남,가족 소개하기
390,5077,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,7,남,가족 소개하기
391,5078,엄마랑 삼촌은 남매 사이래요,7,남,가족 소개하기
392,5079,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,7,남,가족 소개하기
393,5082,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,7,남,가족 소개하기
394,5087,아빠랑 자기 전에 침대에서 책읽는 게 좋아요,7,남,가족 소개하기
395,5088,우리 엄마는 키가 작고 안경을 썼어요,7,남,가족 소개하기
396,5096,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,7,남,가족 소개하기
397,5100,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,7,남,가족 소개하기
398,5102,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요,7,남,가족 소개하기
399,5106,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,7,남,가족 소개하기
400,5588,할머니 생신은 다음 달이래요,7,남,가족 생일
401,5632,오늘은 우리 엄마 생일이에요,7,남,가족 생일
402,5656,그저께 할아버지 생신 파티했어요,7,남,가족 생일
403,5672,제 생일은 시 월이에요,7,남,가족 생일
404,5724,이모네 갈 거예요 이모부 생신이래요,7,남,가족 생일
405,5754,이모 생일이어서 케이크 샀어요,7,남,가족 생일
406,5783,다음 주에 할아버지 생신이래요,7,남,가족 생일
407,5801,내일 내 동생 생일이에요,7,남,가족 생일
408,5837,엄마 생일에 맛있는 거 먹으러 갈 거래요,7,남,가족 생일
409,5866,아빠 생일이어서 생일카드 썼어요,7,남,가족 생일
410,5888,어제 할머니 생신이셔서 파티했어요,7,남,가족 생일
411,5890,이번주 토요일은 아빠 생일이에요,7,남,가족 생일
412,5921,내 동생은 겨울에 태어났어요,7,남,가족 생일
413,5952,어제가 우리 아빠 생일이었어요,7,남,가족 생일
414,6270,그래서 이름 부를 때 맨날 헷갈려요,10,남,가족 소개하기
415,6285,우리 엄마는 화장 안 해도 예뻐요,10,남,가족 소개하기
416,6294,우리 아빠는 웃음 소리가 되게 커요,10,남,가족 소개하기
417,6302,우리 할머니가 이 모자 뜨개질로 만드신 거예요,10,남,가족 소개하기
418,6313,우리 엄마는 키가 작고 안경을 썼어요,10,남,가족 소개하기
419,6314,할머니는 아직도 저를 애기라고 불러요,10,남,가족 소개하기
420,6317,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,10,남,가족 소개하기
421,6332,엄마랑 삼촌은 남매 사이래요,10,남,가족 소개하기
422,6335,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,남,가족 소개하기
423,6350,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,10,남,가족 소개하기
424,6367,고모네 집은 우리 집이랑 가까워서 자주 놀러가요,10,남,가족 소개하기
425,6378,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,남,가족 소개하기
426,6415,아빠랑 자기 전에 침대에서 책읽는 게 좋아요,10,남,가족 소개하기
427,6419,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,10,남,가족 소개하기
428,6427,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,남,가족 소개하기
429,6443,고모는 우리 아빠한테 오빠라고 불러요,10,남,가족 소개하기
430,6457,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요,10,남,가족 소개하기
431,6466,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,10,남,가족 소개하기
432,6472,아빠는 저랑 동생한테 장난을 많이 쳐요,10,남,가족 소개하기
433,6478,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,남,가족 소개하기
434,7262,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,여,가족 소개하기
435,7270,(SN:)우리 엄마는 키가 작고 안경을 썼어요,10,여,가족 소개하기
436,7286,고모네 집은 우리 집이랑 가까워서 자주 놀러가요,10,여,가족 소개하기
437,7296,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,여,가족 소개하기
438,7312,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,10,여,가족 소개하기
439,7351,고모는 우리 아빠한테 오빠라고 불러요,10,여,가족 소개하기
440,7359,우리 엄마는 화장 안 해도 예뻐요,10,여,가족 소개하기
441,7366,(SN:)이모는 강아지를 세 마리 키우는데 엄청 귀여워요,10,여,가족 소개하기
442,7377,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,10,여,가족 소개하기
443,7453,아빠는 저랑 동생한테 장난을 많이 쳐요,10,여,가족 소개하기
444,7460,그래서 이름 부를 때 맨날 헷갈려요,10,여,가족 소개하기
445,7468,우리 할머니가 이 모자 뜨개질로 만드신 거래요,10,여,가족 소개하기
446,7534,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,10,여,가족 소개하기
447,7555,아빠랑 자기 전에 침대에서 책읽는 게 좋아요,10,여,가족 소개하기
448,7621,엄마랑 삼촌은 남매 사이래요,10,여,가족 소개하기
449,7643,우리 아빠는 웃음 소리가 되게 커요,10,여,가족 소개하기
450,7647,할머니는 아직도 저를 애기라고 불러요,10,여,가족 소개하기
451,7648,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,10,여,가족 소개하기
452,7663,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,여,가족 소개하기
453,7669,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,여,가족 소개하기
454,8333,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,10,여,가족 소개하기
455,8377,고모는 우리 아빠한테 오빠라고 불러요,10,여,가족 소개하기
456,8381,아빠는 저랑 동생한테 장난을 많이 쳐요,10,여,가족 소개하기
457,8397,아빠랑 자기 전에 침대에서 책읽는 게 좋아요,10,여,가족 소개하기
458,8483,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,여,가족 소개하기
459,8506,우리 엄마는 화장 안 해도 예뻐요,10,여,가족 소개하기
460,8521,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,10,여,가족 소개하기
461,8546,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,여,가족 소개하기
462,8561,우리 아빠는 웃음 소리가 되게 커요,10,여,가족 소개하기
463,8585,우리 엄마는 키가 작고 안경을 썼어요,10,여,가족 소개하기
464,8599,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,여,가족 소개하기
465,8605,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,여,가족 소개하기
466,8639,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,10,여,가족 소개하기
467,8648,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요,10,여,가족 소개하기
468,8675,고모네 집은 우리 집이랑 가까워서 자주 놀러가요,10,여,가족 소개하기
469,8676,그래서 이름 부를 때 맨날 헷갈려요,10,여,가족 소개하기
470,8685,우리 할머니가 이 모자 뜨개질로 만드신 거예요,10,여,가족 소개하기
471,8708,할머니는 아직도 저를 애기라고 불러요,10,여,가족 소개하기
472,8715,엄마랑 삼촌은 남매 사이래요,10,여,가족 소개하기
473,8728,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,10,여,가족 소개하기
474,8789,나 숙제해야 해 방해하지 마,10,여,가정
475,8810,이 책 다 봤어 이제 내가 봐야 돼,10,여,가정
476,8927,나 지금 숙제하고 있잖아,10,여,가정
477,8952,나도 할래 나도 해보고 싶어,10,여,가정
478,8983,밥 먹고 하래 이거 다 정리해,10,여,가정
479,8991,놀이터 갈래 엄마한테 물어봐,10,여,가정
480,9011,엄마가 티비 봐도 된데 진짜,10,여,가정
481,9021,이거 내 거잖아 만지지 마,10,여,가정
482,9106,나도 보여줘 한번만 해 보자,10,여,가정
483,9115,너 숙제 다했어 게임해도 돼,10,여,가정
484,9155,맛있어 나도 한 입만,10,여,가정
485,9183,나도 몰라 엄마한테 물어 봐,10,여,가정
486,9197,나 이거 볼 거야 조용히 해,10,여,가정
487,9220,너 지금 나 때렸냐 엄마한테 이를 거야,10,여,가정
488,9241,엄마가 밥 먹으래 빨리 나와,10,여,가정
489,9247,나는 주말에 아빠랑 캐치볼을 해,10,여,가족에 대해 말하기
490,9256,우리 아빠는 은행에서 일해,10,여,가족에 대해 말하기
491,9258,우리 삼촌은 베트남에 있어,10,여,가족에 대해 말하기
492,9260,시끄럽게 떠들고 얄미워,10,여,가족에 대해 말하기
493,9261,맨날 내 말 따라하고 공부하는데 방해해,10,여,가족에 대해 말하기
494,9266,우리 엄마는 선생님이야,10,여,가족에 대해 말하기
495,9276,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,10,여,가족에 대해 말하기
496,9277,우리 할머니는 시골에 사셔,10,여,가족에 대해 말하기
497,9279,우리 이모는 미국 살아,10,여,가족에 대해 말하기
498,9290,우리 가족은 네 명이야,10,여,가족에 대해 말하기
499,9295,나는 여동생이 있어,10,여,가족에 대해 말하기
500,9743,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,10,여,가족 소개하기
501,9758,아빠랑 자기 전에 침대에서 책읽는 게 좋아요,10,여,가족 소개하기
502,9783,고모네 집은 우리 집이랑 가까워서 자주 놀러가요,10,여,가족 소개하기
503,9798,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,10,여,가족 소개하기
504,9804,할머니는 아직도 저를 애기라고 불러요,10,여,가족 소개하기
505,9827,아빠는 저랑 동생한테 장난을 많이 쳐요,10,여,가족 소개하기
506,9828,고모는 우리 아빠한테 오빠라고 불러요,10,여,가족 소개하기
507,9841,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,여,가족 소개하기
508,9853,우리 할머니가 이 모자 뜨개질로 만드신 거예요,10,여,가족 소개하기
509,9904,우리 아빠는 웃음 소리가 되게 커요,10,여,가족 소개하기
510,9932,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,여,가족 소개하기
511,9934,우리 엄마는 화장 안 해도 예뻐요,10,여,가족 소개하기
512,9944,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,10,여,가족 소개하기
513,9972,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,10,여,가족 소개하기
514,9999,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,여,가족 소개하기
515,10007,그래서 이름 부를 때 맨날 헷갈려요,10,여,가족 소개하기
516,10022,우리 엄마는 키가 작고 안경을 썼어요,10,여,가족 소개하기
517,10033,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,여,가족 소개하기
518,10103,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요,10,여,가족 소개하기
519,10119,엄마랑 삼촌은 남매 사이래요,10,여,가족 소개하기
520,10377,우리 가족은 네 명이야,10,여,가족에 대해 말하기
521,10388,우리 엄마는 선생님이야,10,여,가족에 대해 말하기
522,10414,우리 삼촌은 베트남에 있어,10,여,가족에 대해 말하기
523,10425,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,10,여,가족에 대해 말하기
524,10470,우리 아빠는 은행에서 일해,10,여,가족에 대해 말하기
525,10474,우리 이모는 미국 살아,10,여,가족에 대해 말하기
526,10527,우리 할머니는 시골에 사셔,10,여,가족에 대해 말하기
527,10540,시끄럽게 떠들고 얄미워,10,여,가족에 대해 말하기
528,10551,나는 주말에 아빠랑 캐치볼을 해,10,여,가족에 대해 말하기
529,10556,맨날 내 말 따라하고 공부하는데 방해해,10,여,가족에 대해 말하기
530,10574,나는 여동생이 있어,10,여,가족에 대해 말하기
531,10907,엄마가 자전거 어떻게 타는지 가르쳐 줬어요,7,남,가족 소개하기
532,10916,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요,7,남,가족 소개하기
533,10924,엄마랑 삼촌은 남매 사이래요,7,남,가족 소개하기
534,10933,아빠는 저랑 동생한테 장난을 많이 쳐요,7,남,가족 소개하기
535,10945,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,7,남,가족 소개하기
536,10947,할머니는 아직도 저를 애기라고 불러요,7,남,가족 소개하기
537,10987,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,7,남,가족 소개하기
538,10992,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,7,남,가족 소개하기
539,11017,우리 엄마는 화장 안 해도 예뻐요,7,남,가족 소개하기
540,11018,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,7,남,가족 소개하기
